Datetime,Strain1,Strain2,Strain3,Strain4,yandaoWD,chedaoWD,W
2015/4/21,-97.70865331,-88.11367516,-89.05198563,-124.7683845,-8.968812,-9.171082,-1.04
2015/4/22,-99.43561814,-88.40373325,-91.6236447,-126.8559335,-8.650636,-8.39447,-0.95
2015/4/23,-98.20276556,-87.65793853,-92.13895524,-127.532072,-7.979126,-6.570038,-0.83
2015/4/24,-97.1809949,-86.25451027,-91.49913308,-128.220048,-7.585786,-6.062928,-0.74
2015/4/25,-94.9298341,-84.65085468,-88.47613113,-126.4996237,-7.374604,-5.91327,-0.68
2015/4/26,-92.14477816,-82.76632702,-86.47336203,-124.7032319,-6.956848,-5.358734,-0.65
2015/4/27,-91.66135609,-81.13485378,-87.05097455,-126.0222758,-6.679016,-4.876618,-0.63
2015/4/28,-88.28143021,-79.10995429,-81.51507113,-123.7179865,-6.244232,-4.224304,-0.67
2015/4/29,-82.39537935,-75.61913339,-72.29700123,-119.4152705,-5.618286,-3.05719,-0.72
2015/4/30,-82.73284811,-74.07886265,-72.74743026,-119.9784715,-5.689668,-3.491394,-0.77
2015/5/1,-78.98065216,-71.63296986,-71.63582759,-118.4978714,-5.18161,-2.897798,-0.81
2015/5/2,-75.28356451,-70.8403187,-62.46427334,-113.8392588,-5.71335,-3.992158,-0.73
2015/5/3,-77.47317843,-71.34299908,-61.37506318,-115.400818,-6.145722,-5.113618,-0.69
2015/5/4,-77.28765745,-71.07697622,-61.1416186,-114.7677009,-5.786896,-4.123474,-0.67
2015/5/5,-77.83067037,-71.00891088,-62.06590381,-115.9199441,-6.00467,-4.847016,-0.64
2015/5/6,-77.25988077,-70.77903291,-63.52059974,-115.3591684,-5.841126,-4.336122,-0.61
2015/5/7,-76.62984175,-70.0015101,-61.76589199,-116.9232888,-5.510316,-3.80545,-0.6
2015/5/8,-74.49324271,-69.08573433,-57.25040338,-116.3384044,-5.196168,-3.364746,-0.57
2015/5/9,-72.78191876,-68.80464991,-54.81099833,-113.0792444,-5.65088,-4.802368,-0.43
2015/5/10,-74.75431688,-69.52482532,-56.7181007,-114.3343915,-5.36145,-3.835602,-0.26
2015/5/11,-72.16597258,-68.56787689,-53.96646942,-113.4333141,-4.713044,-3.206696,-0.18
2015/5/12,-74.38098295,-68.9726371,-62.36849541,-113.2737614,-5.892366,-5.294952,0.03
2015/5/13,-77.11233355,-70.1048908,-69.33056302,-117.7613155,-5.539522,-4.362672,0.24
2015/5/14,-75.79717661,-69.23180183,-66.76894659,-117.9933975,-4.942994,-3.12677,0.44
2015/5/15,-73.38300514,-67.72303175,-56.57339239,-116.6148742,-4.683594,-2.86731,0.7
2015/5/16,-72.80318244,-67.71723219,-50.28645436,-116.1434526,-4.783814,-3.439484,1.14
2015/5/17,-73.16482621,-67.86177289,-49.95938961,-116.6490936,-4.575898,-2.885652,1.45
2015/5/18,-71.44626855,-67.30883148,-48.20597187,-115.4236054,-4.487184,-2.739076,1.69
2015/5/19,-72.12406611,-67.36404547,-44.90040879,-117.3825162,-4.375458,-2.60196,1.89
2015/5/20,-70.53469701,-65.87615391,-40.33442185,-115.0600918,-3.913514,-1.621034,2.02
2015/5/21,-68.89346483,-64.78483032,-44.64260431,-116.020343,-3.975434,-1.55722,2.08
2015/5/22,-68.89256146,-65.20731948,-55.84342725,-116.1952733,-3.822938,-1.618896,2.16
2015/5/23,-70.37784724,-65.27540111,-62.3415288,-120.0937728,-3.991548,-2.376618,2.2
2015/5/24,-69.21648809,-65.51968383,-65.27998485,-119.0648835,-4.15622,-2.774354,2.26
2015/5/25,-69.06853287,-65.41715448,-65.70718799,-118.788303,-3.811464,-1.974336,2.32
2015/5/26,-66.07546013,-64.78976689,-62.83822847,-115.5793017,-3.573242,-1.606934,2.34
2015/5/27,-65.95210372,-63.7531875,-57.10406332,-115.9336099,-3.826082,-2.502594,2.28
2015/5/28,-66.02732219,-63.43642057,-52.78115226,-114.845376,-3.88028,-2.570618,2.22
2015/5/29,-63.53875006,-62.78633453,-46.28571306,-112.5805257,-3.464508,-1.568482,2.19
2015/5/30,-64.82998342,-62.34517262,-42.84305852,-113.1834496,-4.102082,-3.058868,2.22
2015/5/31,-66.7282392,-62.95004119,-42.35271173,-113.2639431,-3.578706,-2.168304,2.28
2015/6/1,-64.53519736,-61.90622759,-38.69930543,-113.4087989,-3.400544,-1.390626,2.32
2015/6/2,-62.56272887,-61.2142841,-34.18244869,-113.0307633,-3.155092,-1.091218,2.48
2015/6/3,-61.46547211,-60.47933425,-30.13391927,-112.6322873,-3.327546,-1.448852,2.72
2015/6/4,-63.27354373,-61.47898201,-32.85830897,-113.9995597,-3.599,-2.20636,2.92
2015/6/5,-65.31618945,-62.7501247,-40.78587897,-114.6798196,-4.112214,-3.368592,3.12
2015/6/6,-67.07200241,-64.10827241,-43.92498726,-115.8162326,-3.727234,-2.359162,3.28
2015/6/7,-66.28623565,-63.46678751,-45.949893,-115.5515414,-3.151002,-1.042572,3.39
2015/6/8,-65.73397489,-64.57399541,-47.03427385,-115.1864823,-4.204744,-3.659272,3.61
2015/6/9,-68.54052764,-66.48007758,-47.48407874,-116.2120894,-4.043488,-3.198304,3.87
2015/6/10,-69.06378883,-66.22268984,-45.46412132,-117.4424075,-3.69928,-2.264832,4.08
2015/6/11,-68.30223125,-65.86044203,-42.97962404,-118.6146552,-3.315156,-1.381378,4.26
2015/6/12,-68.67289425,-65.78549484,-48.0944115,-119.1080488,-3.119904,-1.214082,4.45
2015/6/13,-66.74748647,-64.92819399,-51.38897604,-118.4724298,-2.537202,0.048156,4.65
2015/6/14,-65.10124461,-63.34329399,-46.93456188,-117.8530707,-2.386536,0.016784,4.83
2015/6/15,-64.86620924,-62.75773513,-43.84546419,-118.4840474,-2.58957,-0.399872,5.02
2015/6/16,-62.74244278,-61.57883613,-37.492497,-117.4870616,-2.64682,-0.696412,5.18
2015/6/17,-63.38259371,-62.63549698,-36.3575664,-116.3702298,-2.354402,-0.156342,5.38
2015/6/18,-67.37106927,-62.76205355,-35.59430534,-117.350984,-3.312562,-2.46695,5.84
2015/6/19,-68.75960155,-64.6719576,-36.90631255,-119.5610237,-2.963288,-1.377564,5.94
2015/6/20,-68.60407009,-64.50912976,-37.29555104,-120.082481,-2.724396,-0.960298,5.94
2015/6/21,-65.00113047,-61.58718263,-34.16964359,-116.468112,-2.369812,-0.20105,5.92
2015/6/22,-65.94260736,-64.83849427,-37.32112043,-121.1452371,-3.397432,-2.636566,6.07
2015/6/23,-69.27757417,-66.4113123,-38.42298106,-119.1612171,-3.02057,-1.453492,6.19
2015/6/24,-64.46523055,-60.3877435,-26.47216954,-121.1690735,-2.024384,0.4599,6.33
2015/6/25,-60.26680792,-62.86474022,-24.22749921,-120.6141267,-1.568878,1.109496,6.33
2015/6/26,-58.24237337,-59.46523341,-16.23078921,-120.2502722,-1.853944,0.145904,6.26
2015/6/27,-57.77859652,-62.27000479,-18.33496518,-116.1294365,-1.426362,0.959838,6.13
2015/6/28,-60.04381913,-57.24521445,-12.89343399,-112.6840836,-1.50641,0.607178,5.99
2015/6/29,-57.22917437,-55.44003262,-9.176702261,-111.6850621,-1.256806,1.301696,5.94
2015/6/30,-52.69236622,-51.12377942,-2.191350525,-108.9703037,-0.522676,2.445464,5.84
2015/7/1,-53.78526496,-50.28202036,-3.678248588,-111.965132,-1.77823,-0.572358,5.7
2015/7/2,-52.54876209,-54.52764509,-12.5832447,-111.7765572,-1.433046,0.71109,5.68
2015/7/3,-52.43251958,-51.96699387,-13.58197654,-108.332103,-0.968354,1.720642,5.72
2015/7/4,-51.97030961,-51.46480711,-11.99637988,-112.803893,-1.183046,0.876984,5.74
2015/7/5,-52.49628821,-52.94970587,-20.97437612,-113.3084788,-1.653076,0.134064,5.85
2015/7/6,-54.96959112,-55.14443658,-29.2085294,-114.5756825,-1.912628,-0.55835,5.93
2015/7/7,-55.226031,-53.67789683,-34.4195812,-115.6959958,-2.225404,-1.145172,5.92
2015/7/8,-56.24792504,-59.02710665,-46.15581629,-117.6046363,-2.233186,-0.913178,5.9
2015/7/9,-58.8171284,-58.15500984,-50.49231589,-115.7043453,-1.868592,-0.122712,5.87
2015/7/10,-56.68332851,-54.99906459,-47.47843191,-116.1329195,-1.963014,-0.365784,5.74
2015/7/11,-53.26142275,-55.69923949,-44.57577277,-115.1929805,-1.411836,0.781158,5.62
2015/7/12,-50.57563627,-56.32687001,-41.43690049,-114.3255919,-1.12793,1.31604,5.46
2015/7/13,-52.42691052,-54.45211432,-38.9870501,-109.1024345,-0.811158,1.71469,5.3
2015/7/14,-51.40110703,-47.75658402,-29.10700251,-104.9978379,-0.251282,2.73474,5.3
2015/7/15,-47.91856714,-42.05006618,-17.29794149,-102.8209391,-0.053956,2.836792,4.92
2015/7/16,-45.98859019,-41.45213285,-13.22350157,-104.17903,-1.121674,0.379364,4.87
2015/7/17,-46.46695909,-43.87364532,-17.80703409,-106.8258409,-1.653626,-0.553284,4.84
2015/7/18,-47.64506435,-45.03783156,-20.81191717,-106.931691,-1.548798,-0.033234,4.84
2015/7/19,-47.51943226,-46.13927506,-22.37126422,-107.657837,-1.238832,0.593018,4.75
2015/7/20,-45.02255851,-45.74341727,-19.78730738,-107.8658513,-1.135866,0.89093,4.59
2015/7/21,-41.23038424,-45.19971825,-18.20592895,-106.877191,-0.757264,1.545806,4.41
2015/7/22,-39.19945411,-44.67024143,-15.66778081,-107.1591094,-0.538606,1.756866,4.22
2015/7/23,-34.47597916,-44.15555805,-11.84991672,-107.2298978,-0.337404,1.990326,4.08
2015/7/24,-34.40811175,-46.76455262,-12.34120558,-106.0661002,-1.34137,-0.204346,4.35
2015/7/25,-37.24208351,-49.86737059,-15.25807824,-107.6267366,-0.957062,0.794768,4.45
2015/7/26,-36.76141918,-50.3508969,-14.68857322,-106.4681133,-0.612214,1.445098,4.37
2015/7/27,-36.36979273,-50.94841414,-13.75419805,-105.4809112,-0.762574,1.144104,4.33
2015/7/28,-36.08448807,-50.21974784,-12.17951299,-102.6068693,-0.220552,2.138274,4.25
2015/7/29,-35.4480483,-48.47486974,-12.20055451,-100.6169734,0.116852,2.564696,4.13
2015/7/30,-34.65286064,-45.631853,-16.48326386,-97.98263461,0.354338,3.099548,3.99
2015/7/31,-33.46779323,-42.71903934,-18.86989548,-95.4179896,0.54016,3.38797,3.78
2015/8/1,-31.7766477,-39.52962678,-20.69965358,-92.03208295,0.765074,3.476318,3.51
2015/8/2,-28.93233661,-36.35856405,-21.33358455,-89.72832603,0.976684,3.833586,3.2
2015/8/3,-28.50372549,-33.66675132,-21.29339441,-89.17838594,0.995818,3.829556,2.88
2015/8/4,-24.82730273,-30.71854606,-22.0517349,-87.23081682,1.260406,4.163754,2.55
2015/8/5,-21.82991432,-29.37114368,-24.29374492,-86.49479592,1.428466,4.397702,2.16
2015/8/6,-19.3852083,-27.43989553,-25.67666069,-85.25495726,1.546936,4.43643,1.77
2015/8/7,-16.75063582,-24.34854888,-21.21664038,-83.40297006,1.252928,3.689024,1.31
2015/8/8,-16.69500733,-22.29817832,-19.21603049,-81.27460035,1.575896,3.654326,0.84
2015/8/9,-10.93359704,-20.37106679,-14.45761343,-77.72128568,1.601928,4.30496,0.46
2015/8/10,-10.80136284,-19.79500615,-14.32214864,-77.00014228,1.165222,3.057616,0.22
2015/8/11,-11.75144463,-19.96929295,-12.65329725,-76.96670053,0.572998,2.069946,0.09
2015/8/12,-14.40457261,-21.16673514,-16.080163,-78.32600129,0.586364,2.259582,0.02
2015/8/13,-15.33303198,-21.39770993,-18.19419593,-79.70117022,0.702118,2.523346,-0.07
2015/8/14,-15.23306257,-21.23885306,-22.05793722,-80.04656066,0.733368,2.667418,-0.09
2015/8/15,-13.66055938,-20.6418615,-20.13189839,-80.7633675,1.035186,3.200806,-0.18
2015/8/16,-11.91806817,-19.93821495,-13.95450422,-79.27950502,0.684538,2.524566,-0.12
2015/8/17,-13.09337829,-20.39833463,-15.94199856,-78.46555705,0.85791,2.938872,0.01
2015/8/18,-14.04242212,-20.89835034,-16.73046014,-79.76827696,0.933136,3.060058,0.15
2015/8/19,-11.0409432,-20.45562071,-14.66643962,-78.03492654,1.190276,3.468628,0.34
2015/8/20,-14.10063021,-22.68056655,-18.77760558,-81.0830102,0.07492,0.627014,0.55
2015/8/21,-17.92933119,-24.91724936,-24.73509935,-85.20608048,0.302154,1.56372,0.71
2015/8/22,-18.55768925,-25.35841285,-26.65094432,-84.29570652,0.47119,2.174072,0.85
2015/8/23,-19.78906487,-26.34605004,-30.20980258,-85.30736061,0.530882,2.14511,0.98
2015/8/24,-17.89785826,-26.00181386,-34.18731889,-84.26719602,0.747406,2.686676,1.05
2015/8/25,-19.37467262,-25.99555726,-36.18432026,-88.28956753,0.52655,1.91339,1.06
2015/8/26,-19.03659297,-26.45047892,-39.87962888,-88.09081857,0.478972,2.16339,1.06
2015/8/27,-19.50229243,-26.70371629,-42.34056939,-87.49839596,0.645172,2.533202,1.05
2015/8/28,-18.5982971,-26.57762639,-42.99526338,-87.75798477,0.838592,2.713592,1.03
2015/8/29,-18.61819642,-25.72091239,-41.47540548,-88.13077628,0.664886,2.049774,1.07
2015/8/30,-18.99131393,-25.99401146,-40.71417502,-86.71946901,0.76416,2.359406,1.13
2015/8/31,-19.5746511,-25.86210526,-42.52930839,-87.02573999,0.759062,2.557068,1.15
2015/9/1,-19.27390182,-25.72181741,-42.13835494,-87.3164963,0.672332,2.151154,1.21
2015/9/2,-18.99229614,-25.49360592,-42.80929399,-86.51953714,0.89337,2.10028,1.22
2015/9/3,-18.19076431,-24.92913648,-46.05105323,-86.36935728,0.91107,2.766846,1.19
2015/9/4,-19.54579465,-25.8354663,-46.76590302,-87.49748351,0.828856,2.562102,1.22
2015/9/5,-16.52327556,-25.59945381,-41.00719491,-83.11189961,1.268432,3.559112,1.29
2015/9/6,-18.64457734,-25.17724272,-38.13426966,-86.38294524,0.735228,2.303008,1.32
2015/9/7,-18.56524897,-24.99028806,-39.05563326,-86.26317765,0.822692,2.341614,1.32
2015/9/8,-20.03876388,-25.8720258,-42.74175541,-88.84522136,0.578642,1.83908,1.3
2015/9/9,-21.50524878,-26.85439612,-47.05681134,-88.94191769,0.674164,1.787018,1.31
2015/9/10,-21.62880266,-26.94965562,-49.20032343,-88.84942172,0.739044,1.50241,1.36
2015/9/11,-22.66048931,-27.32315681,-51.96618996,-90.1507849,0.677642,2.060944,1.46
2015/9/12,-21.55562522,-28.0822102,-54.08395971,-91.41600391,0.087372,0.666412,1.58
2015/9/13,-25.57967075,-29.95926725,-59.37404136,-92.9966233,-0.135834,0.269104,1.74
2015/9/14,-29.57514634,-32.21502144,-67.36509729,-94.90876561,-0.281372,-0.031128,1.87
2015/9/15,-31.8027045,-33.69567287,-72.37986777,-98.08548145,-0.483246,-0.519134,1.95
2015/9/16,-33.0127773,-34.45859335,-74.91703971,-97.65024245,-0.265596,-0.182434,1.96
2015/9/17,-32.78615386,-34.47864342,-74.53080798,-97.88402175,-0.304352,-0.35907,1.89
2015/9/18,-33.01894424,-34.34366,-73.69749099,-97.49167315,-0.277558,-0.093384,1.79
2015/9/19,-30.56916976,-34.85571726,-67.07607977,-94.89902075,-1.029206,-1.624452,1.76
2015/9/20,-34.34437127,-36.36145807,-68.0594299,-96.99618783,-1.114992,0.049956,1.78
2015/9/21,-36.96981389,-37.62225667,-70.13893726,-99.10780078,-0.931366,-0.394928,1.82
2015/9/22,-37.57965171,-38.32389479,-70.86428693,-100.2607447,-0.842256,-0.463684,1.87
2015/9/23,-35.77524545,-37.66730375,-66.90921046,-100.4059604,-0.88434,-0.595338,1.87
2015/9/24,-36.88316062,-37.96166873,-65.19209466,-100.4846406,-0.872406,-0.39676,1.85
2015/9/25,-35.34503846,-38.46725022,-59.67547315,-97.73399917,-1.431946,-1.674226,1.81
2015/9/26,-38.69861357,-39.69594321,-60.74047621,-98.63293295,-1.315338,-0.93686,1.81
2015/9/27,-39.73684687,-39.80345217,-61.49016865,-99.72733221,-1.168396,-0.501496,1.8
2015/9/28,-40.11702095,-39.68699913,-62.04356241,-100.2600398,-1.073822,-0.177278,1.73
2015/9/29,-38.09283006,-39.4121517,-65.00236022,-100.8105799,-0.706422,0.88803,1.61
2015/9/30,-35.76223891,-38.18130656,-63.54515216,-99.14378022,-0.690004,0.496306,1.46
2015/10/1,-36.91788169,-39.02758634,-62.96165756,-99.98956523,-1.42923,-1.50232,1.42
2015/10/2,-41.05841332,-40.49009108,-70.47987567,-103.3719189,-1.752504,-2.210266,1.36
2015/10/3,-43.50229657,-42.11304564,-78.91820566,-103.8738648,-1.79126,-2.041596,1.27
2015/10/4,-45.05929903,-43.07972852,-83.42698073,-104.9760627,-1.658264,-1.429994,1.13
2015/10/5,-42.63934391,-42.63425738,-83.58078468,-104.9496288,-1.903076,-2.428924,0.95
2015/10/6,-42.77139391,-42.25803842,-79.57524926,-103.8280494,-2.14798,-2.601746,0.8
2015/10/7,-43.04088621,-43.23066112,-73.24448316,-102.5355036,-2.567536,-3.131776,0.8
2015/10/8,-45.17448758,-44.28606444,-70.3869437,-102.2668897,-2.48053,-2.82187,0.75
2015/10/9,-47.21049515,-45.34433743,-74.34966304,-104.1898094,-2.617096,-3.048066,0.77
2015/10/10,-50.57620188,-47.06001642,-81.91325008,-107.4327824,-2.866578,-3.538422,0.84
2015/10/11,-51.50434675,-48.18481445,-85.67617246,-107.9384483,-2.712282,-3.177308,0.86
2015/10/12,-52.75920857,-48.42266751,-86.90380011,-108.3910928,-2.672578,-2.891114,0.82
2015/10/13,-52.90913878,-48.44349546,-89.54950103,-110.1072845,-2.74228,-3.178956,0.71
2015/10/14,-53.39486188,-48.56848775,-92.38908338,-110.9084201,-2.863252,-3.227356,0.57
2015/10/15,-53.54904999,-48.22509852,-92.78555662,-111.1940174,-2.672426,-2.867554,0.43
2015/10/16,-52.78410074,-47.76772131,-91.54289322,-110.8159311,-2.45688,-2.21576,0.27
2015/10/17,-52.28448062,-46.74106375,-90.34396382,-110.2291278,-2.400482,-2.562286,0.1
2015/10/18,-51.48362286,-46.54510399,-91.03794244,-108.8834721,-2.444306,-2.352632,-0.07
2015/10/19,-50.89072327,-46.20659335,-91.24345194,-108.9447322,-2.387604,-2.078248,-0.21
2015/10/20,-51.05330225,-45.97859645,-93.45837767,-109.5666388,-2.46634,-2.51059,-0.32
2015/10/21,-50.11413438,-45.87394889,-92.23286976,-109.057107,-2.53003,-2.825134,-0.46
2015/10/22,-50.263682,-45.38660688,-91.58691047,-107.9460099,-2.453278,-2.425842,-0.61
2015/10/23,-49.05144288,-44.69050065,-89.97803123,-107.1584099,-2.46042,-2.579896,-0.86
2015/10/24,-48.72213901,-44.13620603,-89.21072051,-106.3162341,-2.560274,-2.693696,-1.13
2015/10/25,-47.65133557,-43.48446779,-86.23012949,-105.3704743,-2.464448,-2.376832,-1.4
2015/10/26,-46.94407334,-42.67082979,-82.68899597,-104.407027,-2.449708,-2.015382,-1.66
2015/10/27,-44.19157443,-42.74629085,-82.37300116,-100.841539,-3.253052,-4.578064,-1.97
2015/10/28,-47.83339204,-44.4207486,-88.57720872,-101.1243934,-3.642366,-4.726136,-2.18
2015/10/29,-48.14174838,-46.02248104,-91.42141872,-102.9316865,-3.888948,-5.471284,-2.36
2015/10/30,-47.87683996,-46.85347384,-88.95745148,-98.37832831,-4.52057,-6.7482,-2.48
2015/10/31,-53.4881848,-48.62075333,-91.62150303,-101.7741777,-4.552736,-6.348144,-2.48
2015/11/1,-56.04366197,-51.56079721,-98.01576962,-105.6898656,-4.967224,-7.017488,-2.3
2015/11/2,-61.2575926,-54.01385681,-103.9223722,-108.3752762,-5.184144,-7.45105,-2.02
2015/11/3,-64.32300667,-56.39969227,-107.9877848,-112.6299092,-5.252716,-7.295838,-1.78
2015/11/4,-66.6803367,-57.89132618,-110.0847678,-114.3791226,-5.116852,-6.631622,-1.61
2015/11/5,-67.38017343,-57.8704383,-108.2551585,-114.4127692,-5.16324,-6.44931,-1.48
2015/11/6,-68.04923413,-58.37391228,-104.0382034,-115.8724612,-4.829956,-5.442872,-1.39
2015/11/7,-65.64032628,-57.69157285,-100.1140744,-113.3523296,-5.021302,-6.785004,-1.4
2015/11/8,-66.79249411,-59.50323515,-106.4991698,-112.0687456,-5.875092,-8.523468,-1.44
2015/11/9,-70.11141625,-62.43294615,-111.4758759,-114.9974615,-6.13739,-8.766816,-1.51
2015/11/10,-73.78970982,-63.20323949,-113.5001415,-115.9346944,-6.150056,-8.26236,-1.63
2015/11/11,-73.55333559,-64.52472726,-115.6901231,-116.5161523,-6.605104,-9.51471,-1.73
2015/11/12,-76.52593411,-65.66109062,-115.7595602,-117.3570556,-6.551636,-8.855042,-1.81
2015/11/13,-77.456999,-66.69693025,-114.241957,-117.5885107,-6.927704,-9.678956,-1.7
2015/11/14,-79.79619881,-68.91755999,-115.349493,-120.2742769,-6.921174,-9.227326,-1.39
2015/11/15,-83.89711296,-70.03920947,-117.4136376,-123.6177277,-6.887268,-8.67099,-0.91
2015/11/16,-85.36257142,-72.29291312,-117.0883278,-126.5858046,-6.68924,-8.370728,-0.4
2015/11/17,-86.05757252,-73.39283651,-116.296878,-127.272472,-6.807312,-8.538116,0.01
2015/11/18,-87.77382744,-75.1816129,-115.8283566,-127.4566995,-7.117798,-9.380006,0.31
2015/11/19,-90.14374662,-77.06070271,-118.4786987,-129.4524981,-7.397584,-9.828584,0.52
2015/11/20,-92.31559489,-76.59695354,-117.4396753,-130.8440184,-7.700318,-9.977174,0.77
2015/11/21,-94.49599587,-79.77590146,-119.7864053,-132.2729964,-7.365204,-9.28885,0.91
2015/11/22,-96.57760228,-80.1498996,-118.5739024,-133.7497576,-7.200166,-8.602722,0.96
2015/11/23,-93.26573056,-80.7517872,-118.5702119,-133.8583505,-7.581758,-10.157594,0.86
2015/11/24,-94.20516669,-82.03646462,-122.7357394,-131.3325183,-8.309938,-11.41034,0.7
2015/11/25,-93.20973074,-84.02758306,-125.744658,-126.6033103,-9.39908,-14.502594,0.54
2015/11/26,-101.5222366,-88.01592749,-132.5555562,-133.5345236,-9.585634,-13.79773,0.39
2015/11/27,-99.85735628,-89.58533869,-137.4301022,-134.5442376,-9.954926,-14.832306,0.19
2015/11/28,-109.3073086,-90.83976598,-141.5488651,-138.0904677,-9.759248,-13.430146,-0.04
2015/11/29,-109.1655081,-91.1078844,-141.7395352,-139.1873216,-9.70163,-13.185852,-0.32
2015/11/30,-109.012848,-90.07401069,-139.6295936,-138.8344712,-9.644226,-12.664032,-0.62
2015/12/1,-108.9064108,-89.59412936,-137.6786467,-138.7504833,-9.448944,-12.02121,-0.92
2015/12/2,-108.8504297,-88.89703584,-135.9398115,-139.063988,-9.298066,-11.646698,-1.19
2015/12/3,-106.3842168,-89.08706167,-137.5813901,-139.5544698,-9.393494,-11.945618,-1.39
2015/12/4,-109.0727312,-89.31717441,-141.1516938,-141.5386521,-9.369752,-11.694336,-1.6
2015/12/5,-108.92193,-89.43464681,-144.023768,-141.3966255,-9.562196,-12.078674,-1.74
2015/12/6,-104.052401,-89.35976745,-143.6404218,-135.8469664,-9.994294,-13.688354,-1.89
2015/12/7,-108.7909815,-89.94299189,-144.013769,-137.1994229,-10.320772,-14.017304,-1.85
2015/12/8,-110.9647253,-91.92599531,-146.1132956,-139.1089703,-10.20041,-13.365692,-1.59
2015/12/9,-113.9453824,-93.14949521,-147.6938077,-142.1809857,-10.018494,-12.62564,-1.24
2015/12/10,-114.7588487,-93.96525521,-148.2267297,-144.2676017,-9.995088,-12.459168,-1
2015/12/11,-116.5235342,-94.85279038,-148.3284817,-145.7060333,-9.966584,-12.34262,-0.88
2015/12/12,-117.2250156,-95.09337578,-149.3712782,-145.9616045,-10.01416,-12.490448,-0.82
2015/12/13,-115.8429928,-95.79169622,-150.0899328,-145.218479,-10.233582,-12.963196,-0.83
2015/12/14,-117.1570227,-96.99902687,-150.7041751,-145.6793547,-10.440216,-13.411224,-0.85
2015/12/15,-119.8406897,-97.16639768,-152.7273237,-147.2265571,-10.349092,-13.069732,-0.86
2015/12/16,-120.122868,-97.9329181,-155.6999093,-149.2101584,-10.458802,-13.131684,-0.87
2015/12/17,-122.066572,-98.74858179,-159.4114413,-148.9733494,-11.096222,-14.723664,-0.87
2015/12/18,-123.271274,-100.7139163,-163.5180943,-150.5331218,-11.198854,-14.880554,-0.89
2015/12/19,-125.3618633,-101.3505025,-165.7349823,-150.7510012,-11.31894,-14.80362,-0.97
2015/12/20,-125.8495506,-102.6458052,-167.5261139,-152.2424731,-11.32782,-14.871826,-1.09
2015/12/21,-123.4594341,-102.3393245,-167.139437,-150.2955682,-11.671968,-15.562928,-1.26
2015/12/22,-126.9590883,-102.9664048,-166.342327,-151.895529,-11.47464,-14.653198,-1.46
2015/12/23,-127.155987,-102.9340715,-164.6513702,-151.6123126,-11.443178,-14.151428,-1.72
2015/12/24,-127.1028121,-102.2508117,-163.056116,-150.8626219,-11.459474,-14.021148,-1.98
2015/12/25,-125.2124825,-102.5871745,-161.3374462,-150.7337226,-11.626892,-15.194062,-2.13
2015/12/26,-127.1175106,-102.3415394,-160.8247281,-152.4022297,-11.743562,-14.849732,-2.18
2015/12/27,-128.5830777,-102.8881361,-162.2366676,-152.9562011,-11.313814,-13.56314,-2.24
2015/12/28,-125.9550259,-103.0023079,-161.8203379,-150.4981732,-11.692108,-14.942994,-2.34
2015/12/29,-125.407167,-103.0790158,-162.0829667,-150.7305105,-11.939454,-15.342286,-2.44
2015/12/30,-127.76445,-103.7720377,-162.9710575,-150.9914775,-11.893586,-14.891816,-2.54
2015/12/31,-127.3136046,-103.7417391,-162.3793166,-151.1089668,-11.6409,-14.33014,-2.7
2016/1/1,-128.8873919,-102.6698041,-161.7548141,-153.9462995,-11.74643,-14.002442,-2.85
2016/1/2,-127.2742263,-103.390812,-163.2983838,-152.9064999,-11.712738,-14.298188,-3.04
2016/1/3,-128.1048581,-102.3537781,-161.4621925,-152.9307643,-11.413208,-13.094788,-3.2
2016/1/4,-125.3687266,-100.780896,-156.7399011,-150.7475443,-10.99106,-12.046936,-3.39
2016/1/5,-117.0640461,-99.86689752,-152.0998176,-145.1285423,-11.39148,-14.45929,-3.55
2016/1/6,-120.005287,-100.1118911,-152.4334855,-145.6493307,-11.627626,-14.121002,-3.67
2016/1/7,-120.8158015,-99.96265965,-152.5866951,-145.6515578,-11.764954,-14.501984,-3.73
2016/1/8,-118.1357686,-101.6520501,-154.2223763,-139.4145502,-12.21634,-15.1922,-3.7
2016/1/9,-124.187274,-102.5440037,-156.2247678,-146.8334774,-12.160614,-15.416596,-3.63
2016/1/10,-124.0735248,-103.3026226,-156.705344,-147.4667092,-12.253326,-15.523528,-3.55
2016/1/11,-127.096141,-103.8423644,-156.6839874,-147.9760358,-12.32074,-15.537322,-3.49
2016/1/12,-123.5082236,-104.5960821,-154.996239,-141.3722682,-13.48587,-16.677856,-3.34
2016/1/13,-127.514502,-108.8688018,-162.1630538,-144.1644376,-13.748994,-16.97873,-3.05
2016/1/14,-133.2111341,-111.2259743,-166.2284587,-150.5456972,-13.43454,-16.432098,-2.75
2016/1/15,-135.2809005,-112.5921114,-168.5421961,-155.2351376,-13.161836,-16.05835,-2.58
2016/1/16,-136.7173179,-112.7375897,-168.8003455,-156.0622177,-13.065766,-16.011688,-2.5
2016/1/17,-137.6364784,-112.7127131,-167.6906568,-157.5173028,-13.026642,-15.697602,-2.5
2016/1/18,-138.5847415,-112.504938,-167.2094389,-158.4407132,-12.900116,-15.864808,-2.5
2016/1/19,-137.5228594,-113.480852,-169.1901107,-157.527298,-13.246612,-16.387268,-2.5
2016/1/20,-139.7373699,-114.0229155,-171.7225772,-159.3434337,-13.135896,-16.128968,-2.49
