Datetime,Strain1,Strain2,Strain3,Strain4,yandaoWD,chedaoWD,W
2014/6/9,-49.82149876,-42.49477004,-24.4032484,-79.6039649,-2.163758,0.273254,3.22
2014/6/10,-47.93983347,-42.95237604,-22.7253361,-80.05697572,-1.740938,1.05069,3.24
2014/6/11,-45.17149829,-44.60207848,-23.09894573,-80.51792065,-1.64676,1.044494,3.18
2014/6/12,-42.75108634,-44.92103599,-23.74787699,-76.24961696,-1.177614,2.025116,3.06
2014/6/13,-44.76378444,-40.52489555,-23.17881071,-74.41508986,-1.537752,1.068024,2.9
2014/6/14,-42.77303463,-40.33939619,-24.8242647,-74.3892593,-1.459688,1.170044,2.74
2014/6/15,-43.21933508,-38.47275771,-25.96144384,-74.28091081,-1.613862,0.659148,2.59
2014/6/16,-41.25467682,-37.31977671,-24.14670546,-74.88770701,-1.85553,-0.132996,2.41
2014/6/17,-40.40796866,-39.30443316,-25.0400347,-74.13532813,-2.189392,-0.624696,2.27
2014/6/18,-40.43790988,-40.92862097,-27.23610562,-71.28352965,-1.90152,-0.31598,2.12
2014/6/19,-41.61278671,-39.81139884,-24.5059349,-71.03353358,-1.69928,0.41153,1.98
2014/6/20,-39.04848181,-36.65385305,-19.99474215,-67.80301986,-1.217926,1.359466,1.8
2014/6/21,-36.67510076,-33.69946601,-13.97400254,-65.32679184,-1.163362,1.437592,1.61
2014/6/22,-38.95345817,-32.96568147,-15.99611556,-66.91295559,-1.726594,0.259704,1.61
2014/6/23,-39.51562939,-32.50316238,-17.26023515,-65.91280926,-1.473908,0.674438,1.81
2014/6/24,-39.93981669,-32.44635124,-15.76143484,-69.18403882,-1.480744,0.475982,2.19
2014/6/25,-40.79895154,-34.13865263,-20.82336926,-72.21770717,-1.68274,-0.01764,2.62
2014/6/26,-42.75257779,-35.09826233,-20.8745803,-71.23649749,-1.85547,-0.251862,2.91
2014/6/27,-41.97899266,-34.65269195,-15.37856174,-72.77117799,-2.385316,-1.50464,3.1
2014/6/28,-44.09634788,-36.14790492,-14.48369971,-72.93731533,-2.18686,-0.800384,3.16
2014/6/29,-41.28354899,-37.5224634,-11.66061215,-75.93020897,-2.005036,-0.473968,3.19
2014/6/30,-40.69881746,-38.82661441,-10.87357018,-76.0974432,-1.897492,-0.248444,3.22
2014/7/1,-40.2134176,-40.02177426,-10.11546825,-75.91092124,-1.979402,-0.400666,3.23
2014/7/2,-40.45086159,-42.15868336,-11.21852178,-76.0306063,-2.319856,-1.15912,3.25
2014/7/3,-42.63302498,-41.75901212,-9.798925269,-74.08028131,-2.018556,-0.441864,3.26
2014/7/4,-40.59639378,-40.45011749,-4.190380744,-75.37781833,-1.454866,0.692658,3.29
2014/7/5,-40.57835905,-42.50175805,-5.828404898,-73.654163,-2.152954,-0.861114,3.61
2014/7/6,-42.64184774,-44.61802212,-7.638756838,-76.04667795,-2.319276,-1.171966,4.11
2014/7/7,-47.91503455,-47.32481808,-12.76120183,-75.19675862,-2.085022,-0.436462,4.46
2014/7/8,-40.678004,-44.3239926,-4.430577077,-79.22077924,-1.614594,0.320618,4.69
2014/7/9,-47.93123821,-48.04381335,-14.26114732,-73.4696426,-1.204622,1.245574,4.71
2014/7/10,-41.08807737,-38.80266274,1.793348416,-75.23863696,-0.91971,1.684844,4.76
2014/7/11,-39.20361045,-37.22014585,4.054185205,-74.28066791,-0.549286,2.174224,4.8
2014/7/12,-39.69486602,-45.00565651,-3.347133123,-77.53541906,-0.535736,2.23413,4.81
2014/7/13,-40.68781287,-39.52778277,-0.357002501,-74.78398328,-1.364656,0.174866,4.86
2014/7/14,-39.82801431,-34.8173516,1.767732896,-75.02830663,-1.360718,0.100586,4.95
2014/7/15,-37.02578792,-42.79166552,-7.319048765,-79.96453811,-1.325318,0.529938,5.05
2014/7/16,-42.59051177,-39.86225276,-7.783579214,-79.00452253,-1.327332,0.239562,5.15
2014/7/17,-40.61064536,-38.77033024,-4.280108381,-78.39396251,-1.280976,0.409606,5.42
2014/7/18,-44.80605154,-42.13583943,-6.933382465,-79.42244116,-1.637666,-0.443054,5.84
2014/7/19,-51.73913643,-49.41825964,-18.09782506,-72.21309379,-1.221956,0.950744,6.13
2014/7/20,-49.76938622,-42.98857292,-6.252131011,-79.74618518,-1.001374,1.136718,6.38
2014/7/21,-35.76129775,-45.41007497,0.9233297,-87.69153371,-0.5029,1.991028,6.52
2014/7/22,-41.57469736,-38.27892012,6.815293506,-81.74391617,-0.041504,2.813568,6.55
2014/7/23,-51.0045846,-34.7186375,3.862903398,-73.07744584,0.423614,3.510772,6.49
2014/7/24,-30.79478155,-30.26324528,25.37529195,-82.80389577,0.578398,3.57849,6.3
2014/7/25,-36.45571747,-31.81926311,8.250272788,-75.73892679,0.464934,3.081024,6.17
2014/7/26,-39.7177248,-33.55142239,-6.192716958,-71.77891433,0.142546,2.571106,6.13
2014/7/27,-29.17457773,-36.30602226,-7.94816636,-78.93716675,0.23355,2.534058,6.04
2014/7/28,-37.44420591,-35.79966182,-17.58519095,-70.86794654,0.329254,2.680388,5.91
2014/7/29,-32.83692314,-17.95879004,4.610047854,-71.63976233,0.64865,3.246124,5.76
2014/7/30,-24.27417694,-31.28614032,-1.890220136,-81.85663048,0.927336,3.760618,5.62
2014/7/31,-23.11116329,-33.73825066,-10.52018414,-72.60328961,1.36566,4.49542,5.43
2014/8/1,-23.55216319,-24.66740239,-3.489367417,-70.04095418,1.039032,3.441986,5.2
2014/8/2,-16.15405533,-28.50632248,-4.613530055,-72.39318295,0.85147,3.031708,4.94
2014/8/3,-12.95529761,-31.69247195,-9.152455464,-68.36723091,1.262176,4.05206,4.7
2014/8/4,-13.86813262,-29.41569314,-5.273582961,-69.46890214,1.065032,3.43335,4.48
2014/8/5,-12.36486307,-31.20138614,-3.372929675,-71.03592634,1.314574,3.873532,4.25
2014/8/6,-5.80091174,-32.04363511,-2.10617163,-68.30752533,1.495024,4.063046,4
2014/8/7,-5.105137027,-34.13990023,-2.556067829,-67.55778629,1.168182,3.491454,3.78
2014/8/8,-5.938825108,-36.9146952,-14.25829327,-65.16960273,0.52307,2.539306,3.5
2014/8/9,-10.71371364,-39.3851543,-24.59048851,-64.72461731,0.404266,1.675324,3.33
2014/8/10,-15.18876908,-40.35053749,-31.62968205,-62.77486591,0.040252,1.27777,3.25
2014/8/11,-21.56451017,-39.23614599,-35.18440596,-60.16351668,0.009582,1.463196,3.25
2014/8/12,-25.96784575,-35.33884276,-32.6989594,-57.42073847,-0.34317,1.154022,3.31
2014/8/13,-29.84142604,-30.85614032,-25.71030266,-56.83221634,-1.027314,-0.28183,3.46
2014/8/14,-32.20213644,-30.91397653,-23.71455639,-61.11580572,-1.222108,-0.943756,3.52
2014/8/15,-30.36627793,-33.49250362,-23.47971929,-68.00888845,-1.062928,-0.381806,3.57
2014/8/16,-30.93654522,-34.32366716,-23.16724205,-69.52052236,-0.558838,0.82898,3.59
2014/8/17,-28.61311339,-34.84085907,-21.97011048,-70.14227257,-0.786744,0.258788,3.6
2014/8/18,-28.69223652,-36.78754294,-25.0540355,-69.78440829,-0.53766,0.870026,3.57
2014/8/19,-29.88405222,-36.66706641,-27.51386955,-69.21532627,-0.890778,-0.008606,3.55
2014/8/20,-29.49588311,-36.31162529,-29.51738572,-69.79227402,-0.542482,0.685242,3.6
2014/8/21,-32.22253719,-38.24600424,-33.48593912,-69.69132667,-0.541932,0.642028,3.71
2014/8/22,-30.88103129,-35.03483627,-28.36691854,-71.5294929,-0.29236,1.452362,3.87
2014/8/23,-28.94889283,-38.29720526,-33.4754107,-72.93408657,0.093108,2.30191,3.99
2014/8/24,-32.72330042,-37.26967081,-32.23351307,-69.70263081,0.267944,2.098694,4.1
2014/8/25,-32.72467859,-29.51532745,-24.04475054,-66.17203469,-0.002686,1.82666,4.16
2014/8/26,-31.36037651,-30.19306024,-21.61528537,-68.41027348,0.158324,1.945252,4.2
2014/8/27,-28.5705932,-28.58432212,-15.04514252,-69.83566263,-0.769806,-0.250886,4.27
2014/8/28,-31.52428522,-31.12758467,-16.4781203,-69.46546828,-0.708252,0.333344,4.27
2014/8/29,-31.05044563,-32.44259128,-15.93273463,-72.01527868,-0.73877,0.162964,4.24
2014/8/30,-32.14907087,-32.95637492,-17.4649196,-70.72285039,-0.601076,0.7276,4.23
2014/8/31,-32.96356896,-30.82845297,-10.96007278,-71.48266961,-0.263336,0.768188,4.23
2014/9/1,-28.3548308,-35.97048048,-13.86938728,-74.23417722,-0.86075,-0.050538,4.23
2014/9/2,-33.47087241,-36.72802384,-18.9746596,-72.46870469,-0.967622,-0.12857,4.28
2014/9/3,-35.78812713,-36.35908673,-20.03061618,-71.36329377,-1.414796,-0.984742,4.32
2014/9/4,-37.71355155,-35.09754424,-22.01944491,-74.09520772,-1.185212,-0.430206,4.35
2014/9/5,-36.39218655,-36.82654357,-27.81645693,-76.81826322,-1.066498,-0.275544,4.43
2014/9/6,-38.35227705,-41.69059759,-38.2168319,-76.68043677,-0.805756,0.214904,4.47
2014/9/7,-38.4568441,-35.11416246,-31.18554731,-74.40072714,-0.569246,0.826538,4.42
2014/9/8,-37.34026871,-32.27172552,-24.05371655,-72.87003295,-0.178682,1.644164,4.37
2014/9/9,-35.23897654,-29.49387467,-15.85875435,-73.94468558,-0.332734,0.963928,4.29
2014/9/10,-31.981924,-30.60994903,-12.95937537,-72.1789613,-0.217164,1.626312,4.2
2014/9/11,-29.73030683,-29.77608702,-10.58979448,-72.00083627,-0.227968,1.27945,4.15
2014/9/12,-27.08640342,-31.30098133,-5.294783732,-74.52083601,-0.098572,1.423156,4.15
2014/9/13,-26.78710891,-33.85251271,-14.86055421,-72.54201897,-0.737854,0.732146,4.04
2014/9/14,-30.40240474,-38.18937917,-25.68235842,-74.30150344,-1.144806,-0.702638,4.02
2014/9/15,-31.78247278,-37.10336003,-26.61412534,-72.46981309,-0.812074,0.630126,4.03
2014/9/16,-31.10337707,-40.19637877,-29.07308128,-74.87367027,-1.118654,-0.55948,4.03
2014/9/17,-34.02252856,-41.55854965,-33.23801082,-74.33206424,-1.004518,0.063476,4.15
2014/9/18,-35.58689265,-41.75250387,-37.16836759,-75.30671132,-1.364656,-0.980744,4.22
2014/9/19,-38.72919772,-42.54717257,-42.41875688,-71.09305685,-2.11966,-2.744476,4.11
2014/9/20,-42.83216064,-41.80301989,-42.19663629,-74.0338701,-1.990266,-2.005218,4.48
2014/9/21,-44.52523525,-47.06893212,-49.04742994,-80.38035542,-1.898682,-1.711732,4.69
2014/9/22,-45.8643356,-39.02039897,-42.03880535,-81.64498741,-1.467836,-0.267242,4.88
2014/9/23,-45.656371,-43.56894042,-50.68406136,-82.45464241,-1.468202,-0.46631,5.04
2014/9/24,-48.49413568,-40.64665387,-51.90852334,-82.14822138,-1.385042,-0.387512,5.01
2014/9/25,-46.94519718,-31.86315012,-43.97759173,-83.66562731,-1.312868,-0.208222,4.84
2014/9/26,-38.54103519,-38.1630773,-45.52317519,-89.02757551,-1.150056,-0.039948,4.7
2014/9/27,-40.84449512,-38.84791648,-45.76404614,-84.59826801,-0.938172,0.190064,4.57
2014/9/28,-40.95607233,-33.90630924,-36.23142153,-82.58827337,-0.615326,1.089478,4.45
2014/9/29,-35.21580354,-30.92666413,-27.91963334,-82.16986758,-0.472352,0.985076,4.32
2014/9/30,-32.71263938,-32.90658165,-31.95569234,-84.31789159,-1.184144,-0.657594,4.19
2014/10/1,-31.88031468,-36.28783798,-37.8830397,-85.2864067,-1.233858,-0.923738,4.07
2014/10/2,-29.7675949,-39.48143595,-41.17417548,-85.59805579,-1.255768,-0.432008,3.97
2014/10/3,-28.92664454,-43.46843302,-46.61106483,-89.16722041,-1.425782,-0.983612,3.8
2014/10/4,-29.2986068,-46.13050531,-54.16324041,-90.58390863,-1.477876,-1.004272,3.58
2014/10/5,-29.61608734,-48.43696897,-62.2583534,-89.9801011,-1.273652,-0.479646,3.34
2014/10/6,-28.31712877,-48.48568658,-64.55755796,-86.33010209,-0.981232,-0.226288,3.08
2014/10/7,-30.17602775,-48.98476448,-70.62924151,-88.11310088,-1.63562,-1.568238,2.84
2014/10/8,-32.11388497,-49.53026657,-76.63377007,-86.86627814,-1.88559,-1.990906,2.6
2014/10/9,-33.8333483,-49.58696676,-79.72277026,-86.01520399,-1.868012,-1.919068,2.37
2014/10/10,-35.08187326,-49.04613355,-80.51797617,-85.65553057,-1.846406,-1.78302,2.13
2014/10/11,-34.76447165,-48.29539695,-80.32914056,-84.48170475,-1.926606,-1.600312,1.9
2014/10/12,-35.11448089,-47.59752619,-79.01546893,-83.06910702,-1.838472,-1.374878,1.68
2014/10/13,-34.57915973,-46.72397341,-81.19963214,-82.77133312,-2.043366,-1.79297,1.33
2014/10/14,-35.55548102,-47.86169909,-85.48443324,-81.53283209,-2.79532,-3.511688,1.05
2014/10/15,-37.96819455,-48.79381941,-90.03807797,-83.88941645,-2.927704,-3.814698,0.76
2014/10/16,-39.20850294,-48.83786513,-90.27874295,-83.93504639,-2.744446,-3.083374,0.45
2014/10/17,-38.43088618,-48.53914314,-89.27067649,-82.7556321,-2.770234,-3.111664,0.13
2014/10/18,-38.78825,-48.10584595,-88.56153083,-82.73868186,-2.78882,-2.90683,-0.15
2014/10/19,-37.89678168,-47.43240919,-86.51446524,-81.97543694,-2.884888,-3.21634,-0.41
2014/10/20,-38.35663907,-46.73093302,-85.46662891,-81.55335544,-2.468506,-1.920868,-0.61
2014/10/21,-35.74130434,-45.17086265,-79.17863185,-79.27795363,-2.35486,-1.685638,-0.81
2014/10/22,-34.59155213,-45.6996365,-79.30646091,-76.70230643,-3.08304,-3.790162,-0.97
2014/10/23,-37.09166874,-46.66780275,-80.88178311,-77.9858061,-3.203584,-3.848328,-1.15
2014/10/24,-37.99282822,-46.95556026,-81.63478588,-77.73981295,-3.25943,-3.915222,-1.41
2014/10/25,-38.69975234,-46.76113973,-81.18060692,-78.39896292,-3.21512,-3.61911,-1.7
2014/10/26,-38.34719568,-46.01029926,-80.61427221,-79.20040389,-2.95688,-3.000184,-1.93
2014/10/27,-36.2204653,-44.59279918,-76.93783072,-78.26723558,-2.575074,-1.832978,-2.17
2014/10/28,-33.82855624,-43.90511908,-74.20181144,-73.2860059,-3.110108,-3.673462,-2.31
2014/10/29,-31.96323289,-45.16941345,-73.80401756,-67.51160939,-3.875032,-5.38144,-2.27
2014/10/30,-34.61587156,-47.63188695,-73.85289572,-67.59825405,-4.555452,-6.45874,-2
2014/10/31,-41.46195162,-51.01281296,-76.51689585,-72.35685549,-4.827516,-6.62433,-1.32
2014/11/1,-49.45125552,-55.19670977,-81.25435435,-79.75852505,-4.6886,-5.867096,-0.34
2014/11/2,-53.97677292,-58.03626714,-85.8399371,-85.70463163,-4.794648,-6.12027,0.26
2014/11/3,-58.79556572,-60.46024816,-95.36887114,-88.41813443,-5.44098,-7.10672,0.66
2014/11/4,-62.66934134,-63.06947186,-103.7281856,-92.58152093,-5.672334,-7.698274,0.98
2014/11/5,-67.50476417,-64.00549384,-108.1302304,-97.28992786,-5.604738,-7.285188,1.13
2014/11/6,-66.21208826,-64.69885043,-108.0613933,-93.49022492,-5.685274,-7.472534,1.15
2014/11/7,-68.53176994,-65.07249245,-108.1683135,-98.11411554,-5.555116,-6.84137,1.12
2014/11/8,-65.72045514,-65.4854155,-107.0955472,-94.65402366,-5.97989,-8.032196,1.11
2014/11/9,-69.56685825,-66.11849063,-108.2282056,-96.7552663,-6.303926,-8.398316,1.11
2014/11/10,-71.54195397,-67.55277163,-109.779409,-97.97222772,-6.49234,-8.531434,0.99
2014/11/11,-73.97563502,-68.19863843,-110.2863128,-100.3347053,-6.52408,-8.383514,0.86
2014/11/12,-75.07611977,-68.09837763,-110.1777819,-102.1769394,-6.455598,-8.182862,0.73
2014/11/13,-77.47522872,-68.19824395,-113.5464942,-105.0887093,-6.509736,-7.95636,0.55
2014/11/14,-78.19541716,-69.20669019,-117.3484355,-106.3897057,-6.679048,-8.59842,0.37
2014/11/15,-78.67105673,-68.52131249,-117.9783881,-105.8157075,-6.857942,-8.683166,0.24
2014/11/16,-74.82878287,-69.07630253,-119.0917144,-101.0768024,-6.974824,-9.097688,-0.12
2014/11/17,-76.9491109,-69.79807259,-120.2291804,-102.6614573,-7.08078,-9.06366,-0.38
2014/11/18,-76.55582744,-70.16305889,-121.489862,-101.9110185,-7.2847,-9.408234,-0.68
2014/11/19,-80.64990959,-70.001996,-123.3341045,-105.9240437,-7.280458,-8.904846,-1.04
2014/11/20,-78.4698001,-69.48962479,-122.5585279,-103.6569733,-7.390656,-9.82193,-1.45
2014/11/21,-79.04873925,-68.36860405,-121.5971532,-104.5591725,-7.350922,-9.1745,-1.87
2014/11/22,-78.81741427,-67.22898231,-119.063732,-104.3522269,-6.735718,-7.741608,-2.29
2014/11/23,-76.36102274,-64.93962564,-114.9469053,-102.5700482,-6.52115,-7.45337,-2.67
2014/11/24,-69.40204206,-64.21450943,-109.6468953,-92.95666197,-7.335694,-9.084808,-2.95
2014/11/25,-69.29074998,-65.10467652,-108.6329432,-91.03512786,-7.708864,-10.04358,-3.13
2014/11/26,-72.02975012,-65.8335545,-107.757428,-91.98158916,-7.982788,-10.345856,-3.25
2014/11/27,-76.50481693,-66.36149664,-107.7891248,-96.85758443,-7.928712,-9.518464,-3.36
2014/11/28,-74.99838238,-67.59104851,-105.9408102,-93.29515177,-8.18976,-9.675018,-3.33
2014/11/29,-78.86223786,-69.29680495,-107.8894452,-96.24348472,-8.602296,-10.88144,-3.49
2014/11/30,-77.45307693,-71.02375843,-108.0841625,-96.84022306,-8.573182,-10.557434,-3.7
2014/12/1,-77.78713194,-73.32565001,-111.2864342,-94.50208032,-9.113434,-11.751678,-3.95
2014/12/2,-81.34976502,-76.21301137,-119.671808,-96.62257152,-9.555452,-12.85321,-2.46
2014/12/3,-91.90585455,-79.46478955,-126.2160464,-106.8568794,-9.768434,-12.298218,-2.2
2014/12/4,-90.1874583,-79.90313246,-127.271706,-105.6482376,-10.3284,-13.535614,-2.01
2014/12/5,-94.34633871,-83.65716767,-133.07125,-109.1669332,-10.210756,-13.487092,-1.87
2014/12/6,-97.94951048,-84.43401433,-136.0121901,-112.547873,-10.385498,-13.324584,-1.73
2014/12/7,-102.1089944,-86.38883766,-140.0806547,-116.9424607,-9.816194,-11.939788,-1.65
2014/12/8,-100.5449056,-86.22757324,-140.9134965,-116.0387088,-9.865296,-12.204132,-1.62
2014/12/9,-100.3669514,-87.19106404,-143.8726342,-115.9043907,-9.870728,-12.307038,-1.58
2014/12/10,-99.82525103,-87.5885212,-145.5110677,-115.1142113,-10.071748,-12.852662,-1.59
2014/12/11,-98.27315627,-88.46119921,-144.584436,-110.9740692,-10.59601,-13.628266,-1.68
2014/12/12,-100.5799498,-89.57846448,-146.8750687,-112.2106115,-10.872284,-14.432312,-1.84
2014/12/13,-104.5084551,-90.3368257,-148.4304549,-116.1686475,-11.149842,-14.562256,-2.04
2014/12/14,-106.3506027,-90.70914564,-149.4643648,-118.482877,-11.149568,-14.258666,-2.25
2014/12/15,-109.0544732,-90.05793423,-150.36378,-121.3732332,-10.974214,-13.498474,-2.48
2014/12/16,-104.8074517,-90.88572612,-150.7031125,-117.2077931,-10.90027,-13.738526,-2.75
2014/12/17,-106.1075074,-91.4204929,-152.4211427,-117.2258167,-11.416352,-14.730132,-2.97
2014/12/18,-108.0022279,-90.28399395,-152.7301619,-119.3623104,-11.668824,-15.109924,-3.19
2014/12/19,-109.6458785,-91.69820709,-154.5663399,-119.2762237,-11.598938,-14.225098,-3.39
2014/12/20,-109.2938456,-91.02070208,-153.6219307,-119.9428549,-11.406892,-14.253326,-3.59
2014/12/21,-110.8375569,-91.24734491,-152.5793549,-121.3214403,-11.219118,-13.121888,-3.8
2014/12/22,-107.4436897,-92.21557291,-153.3363198,-116.5985735,-11.88971,-15.217102,-3.95
2014/12/23,-109.6056081,-91.55862569,-155.0913172,-117.9238926,-12.05307,-14.880096,-3.59
2014/12/24,-110.9126588,-92.96935718,-156.9214383,-121.1330888,-11.977082,-14.86203,-4.17
2014/12/25,-110.3810345,-93.56537867,-157.0237971,-120.3196884,-11.589508,-13.708068,-4.32
2014/12/26,-108.0551184,-93.31969312,-156.6745004,-117.278506,-11.797882,-14.666778,-4.36
2014/12/27,-108.8800912,-93.8203033,-156.7280264,-117.5155725,-11.875184,-14.636414,-4.39
2014/12/28,-110.9251724,-93.68615182,-156.3846985,-119.5260709,-11.903474,-14.504058,-4.38
2014/12/29,-114.0837864,-94.09847883,-156.5022368,-124.7056225,-11.96524,-14.52539,-4.35
2014/12/30,-114.5519081,-94.02198132,-155.4818584,-125.6113899,-11.725892,-13.960022,-4.33
2014/12/31,-112.9804347,-93.58865888,-153.5338978,-123.5789136,-11.261078,-13.430146,-4.37
2015/1/1,-112.130029,-94.40767363,-155.0400241,-121.9233783,-11.761566,-14.48407,-4.35
2015/1/2,-114.2357238,-95.33016164,-158.5056997,-122.7507854,-12.209198,-15.234284,-4.38
2015/1/3,-115.3546395,-96.37846859,-160.5915528,-123.4678192,-12.057954,-14.69867,-4.46
2015/1/4,-117.5662235,-96.07275554,-160.451548,-127.3131086,-11.93271,-14.236694,-4.6
2015/1/5,-118.4994555,-95.05270476,-158.7806384,-128.9404262,-11.325928,-12.362702,-4.65
2015/1/6,-114.1464743,-92.69482372,-153.960419,-124.4567353,-11.198152,-11.959228,-4.94
2015/1/7,-107.7929364,-93.27202354,-151.9850055,-115.253278,-12.032776,-15.093994,-4.99
2015/1/8,-111.2173824,-95.15652649,-154.746514,-119.0199349,-12.29065,-15.071778,-5.05
2015/1/9,-114.6502865,-95.09765363,-155.0479404,-124.3123776,-11.942352,-14.306366,-5.09
2015/1/10,-114.6124231,-94.27521497,-153.6259084,-124.0208274,-11.828888,-13.922638,-5.12
2015/1/11,-113.6818874,-94.00294493,-152.1522628,-124.1345984,-11.856568,-14.244782,-5.14
2015/1/12,-114.4624826,-93.95967922,-151.0567242,-123.8028386,-11.523866,-13.122192,-5.19
2015/1/13,-112.8096777,-93.67630726,-150.2489194,-122.1465407,-11.491822,-13.430114,-5.19
2015/1/14,-110.861285,-92.93192519,-148.8421032,-120.63982,-11.80307,-14.15799,-5.17
2015/1/15,-110.5460729,-94.46376289,-150.073669,-120.3058314,-11.792116,-14.19992,-5.17
2015/1/16,-112.5837906,-94.7086065,-149.0543687,-119.8189997,-11.966064,-14.238922,-5.14
2015/1/17,-115.3490261,-94.96597968,-150.2233909,-122.8817047,-11.766724,-13.74652,-5.13
2015/1/18,-112.3459609,-94.88713032,-151.4000421,-121.791311,-12.02359,-14.287658,-5.07
2015/1/19,-115.7180849,-95.34522806,-153.1176187,-125.6745494,-11.900574,-14.066224,-5.04
2015/1/20,-114.8123844,-95.94578033,-153.165644,-123.8989861,-11.703156,-13.462464,-5.02
2015/1/21,-115.1756219,-95.56426607,-153.6095443,-125.8284027,-11.557222,-13.35321,-4.99
2015/1/22,-114.8321968,-95.64222274,-153.5749136,-125.6734937,-11.796906,-13.977326,-5
2015/1/23,-115.7920384,-95.92587667,-155.9350021,-125.76282,-11.965698,-14.049592,-4.95
2015/1/24,-118.6389665,-96.41007595,-157.0837607,-128.1431266,-11.74521,-13.279174,-4.93
2015/1/25,-115.833443,-95.35746152,-154.0710817,-126.9574254,-11.158844,-11.82489,-4.95
2015/1/26,-112.1012154,-95.72966641,-151.9133754,-121.7753343,-11.880066,-14.087066,-4.97
2015/1/27,-116.2970071,-94.83160286,-151.2234958,-123.4183011,-11.775666,-12.714386,-5.02
2015/1/28,-114.4823384,-96.98015156,-151.0676916,-120.995005,-12.61618,-15.96521,-5.07
2015/1/29,-109.8200019,-99.8191966,-152.9482403,-115.2168311,-13.437348,-18.072968,-5.09
2015/1/30,-110.3056102,-102.9955297,-155.459025,-113.0792666,-14.169984,-18.888886,-5.12
2015/1/31,-119.3547774,-104.855762,-158.1788167,-122.1561871,-14.277252,-18.419068,-5.1
2015/2/1,-120.0865882,-106.9261801,-160.9465942,-122.179487,-14.318604,-18.287994,-4.99
2015/2/2,-121.0619675,-108.6527782,-161.1519529,-120.7340257,-14.720886,-18.654114,-4.93
2015/2/3,-124.316131,-109.6307058,-161.866231,-125.6899441,-14.562988,-18.173004,-4.91
